"ID"	"siteLAT"	"siteLON"	"eventLAT"	"eventLON"	"K"	"mag"	"depth"	"Is"	"I0"	"R"	"RExt"	"F11"	"F12"	"F21"	"F22"	"Length"	"MLH"	"MW"	"MWHARV"
"D02"	41.283333	74.966667	41.533333	75.033333	13	5.2	25	5	6	28.3492628601931	23.0916332960399	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.4	75.216667	41.533333	75.033333	13	5.2	25	5	6	21.287610295617	7.29293797499701	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.483333	75.233333	41.533333	75.033333	13	5.2	25	5	6	17.5573929433678	21.0366619024782	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.516667	75.3	41.533333	75.033333	13	5.2	25	5	6	22.2766795871778	15.9570789045533	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.516667	75.033333	41.533333	75.033333	13	5.2	25	5	6	1.85317464882731	2622.62871628599	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.383333	75.366667	41.533333	75.033333	13	5.2	25	4.5	6	32.4007441988372	22.1792583613953	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.35	75.366667	41.533333	75.033333	13	5.2	25	4.5	6	34.4613375741235	24.6541273094893	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.7	74.8	41.533333	75.033333	13	5.2	25	4.5	6	26.8271273592689	44.3633562275802	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.683333	74.466667	41.533333	75.033333	13	5.2	25	4.5	6	49.9781531551911	53.68088198476	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.65	74.316667	41.533333	75.033333	13	5.2	25	4.5	6	60.9947705225461	63.2130731913544	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.416667	74.3	41.533333	75.033333	13	5.2	25	4	6	62.4574701166252	63.7846376532375	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.366667	75.516667	41.533333	75.033333	13	5.2	25	4	6	44.3415702650597	39.2554485832722	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.4	75.566667	41.533333	75.033333	13	5.2	25	4	6	46.8467711504296	42.6960655976445	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.4	75.633333	41.533333	75.033333	13	5.2	25	4	6	52.145669139659	48.8762139182319	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.433333	75.733333	41.533333	75.033333	13	5.2	25	4	6	59.3616097509319	57.0501915568893	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.55	75.766667	41.533333	75.033333	13	5.2	25	4	6	61.0607499296601	59.338111425839	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.566667	75.9	41.533333	75.033333	13	5.2	25	4	6	72.2152215950919	71.0017287751949	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.633333	75.85	41.533333	75.033333	13	5.2	25	4	6	68.8283570869996	67.6851980263393	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.433333	75.983333	41.533333	75.033333	13	5.2	25	4	6	79.9133875231842	78.6820282090591	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.75	75.733333	41.533333	75.033333	13	5.2	25	4	6	62.9600067921735	62.1133885741813	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.15	75.85	41.533333	75.033333	13	5.2	25	4	6	80.4053902603232	78.6608979702601	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.1	75.683333	41.533333	75.033333	13	5.2	25	4	6	72.5847226458892	70.1826016610362	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.716667	74.283333	41.533333	75.033333	13	5.2	25	3.5	6	65.5876528226169	67.674192121679	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.85	75.683333	41.533333	75.033333	13	5.2	25	3.5	6	64.441883665521	64.0842693143181	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.35	73.9	41.533333	75.033333	13	5.2	25	3	6	96.6427482090797	97.1783177351192	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.816667	73.85	41.533333	75.033333	13	5.2	25	3	6	103.206493868688	104.032916900752	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.883333	74.35	41.533333	75.033333	13	5.2	25	3	6	68.7913895003029	71.153518018004	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
